"","X","RID","activity","ResponseId","Rank","Question","activity_orig","activity_grammarfix","activity_standard1","activity_standard2"
"2108","3106","1","watch wildlife","r_3liiunmei2baqjr","5","q1_5","watch wildlife","view wildlife","view wildlife","view wildlife"
"2109","4106","2","cc ski","r_3p4y1yt6ekugmsc","5","q1_5","cc ski","cross country ski","cross country ski","cross country ski"
"2110","616","4","volunteer","r_3hictn8yjn1yo4l","5","q1_5","volunteer","volunteer","volunteer","volunteer"
"2111","716","5","climb","r_ugznbbd7yj691ob","5","q1_5","climb","rock climb","rock climb","rock climb"
"2112","816","6","photography","r_12qqwffhvgmswpq","5","q1_5","photography","photograph","photograph","photograph"
"2113","916","7","picnic","r_3efppnrlouhd5pk","5","q1_5","picnic","picnic","picnic","picnic"
"2114","1016","8","view","r_2pvjyyb5r2wj9an","5","q1_5","view","view","view","view"
"2115","1116","9","rock climbing","r_1i6qx57pqmtblsn","5","q1_5","rock climbing","rock climb","rock climb","rock climb"
"2116","1216","10","eat","r_3dbaw4wphgexpgd","5","q1_5","eat","eat","eat","eat"
"2117","1316","11","run","r_1y6yokjl9s7qyb7","5","q1_5","run","run","run","run"
"2118","1416","12","explore","r_3dd31lex4lyrw2k","5","q1_5","explore ","explore","explore","explore"
"2119","1516","13","dirt bike/4 wheel","r_x5uuymhdhdqlpvn","5","q1_5","dirt bike/4-wheel","dirt bike/4 wheel","dirt bike/4 wheel","dirt bike/4 wheel"
"2120","1616","14","xc ski","r_ahlftwixg0yunkx","5","q1_5","xc ski","cross country ski","cross country ski","cross country ski"
"2121","1716","15","learn","r_1esdqbkleiofqnj","5","q1_5","learn","learn","learn","learn"
"2122","1816","16","like","r_3fvt1jtpnwwli3r","5","q1_5","like","like","like","like"
"2123","1916","17","horse riding","r_07iquoi9w6ksgzl","5","q1_5","horse riding","horseback ride","horseback ride","horseback ride"
"2124","2116","19","converse","r_21umi5b55ecqsma","5","q1_5","converse","conversation","socialize","socialize"
"2125","2216","20","bicycle","r_2siatildtpieykd","5","q1_5","bicycle","bike","bike","bike"
"2126","2316","21","run","r_3ezefq2fqinib0i","5","q1_5","run","run","run","run"
"2127","2416","22","transportation use","r_24fsnscdxh9q8tl","5","q1_5","transportation use","transportation","transportation","transportation"
"2128","2516","23","observe wildlife","r_2afsqeu0xfixosm","5","q1_5","observe wildlife","observe wildlife","view wildlife","view wildlife"
"2129","2616","24","run","r_2ueytc7prrqpqda","5","q1_5","run","run","run","run"
"2130","2716","25","spend time with others","r_egm7eah0tiyaskp","5","q1_5","spend time with others","spend time with others","socialize with others","socialize with others"
"2131","2916","27","talk","r_2psvw6crcwb2plq","5","q1_5","talk","talk","talk","talk"
"2132","3316","31","camping","r_3pd9qhpgb9iceae","5","q1_5","camping ","camp","camp","camp"
"2133","3416","32","snowshoeing","r_rk8kfhrz69bigbx","5","q1_5","snowshoeing ","snowshoe","snowshoe","snowshoe"
"2134","3616","34","sit and enjoy","r_1dmfj9yd0wqo5by","5","q1_5","sit and enjoy","sit and enjoy","sit and enjoy","sit and enjoy"
"2135","3716","35","mountain bike","r_3pmqtyv9eml1zjz","5","q1_5","mountain bike","mountain bike","mountain bike","mountain bike"
"2136","3916","37","group walks","r_6wdcxkejs81ckun","5","q1_5","group walks","group walks","group walks","group walks"
"2137","4016","38","bird watch","r_0ms776vygqsci9z","5","q1_5","bird watch","bird watch","bird view","bird view"
"2138","4116","39","exetcise","r_1g58egrmtuwljte","5","q1_5","exetcise","exercise","exercise","exercise"
"2139","4216","40","bird watching","r_3luzk4l8ii5gb5e","5","q1_5","bird watching","bird watch","bird view","bird view"
"2140","4316","41","view nature","r_3j1jx6whpf558y1","5","q1_5","view nature","view nature","view nature","view nature"
"2141","4416","42","enjoy","r_zn3lwvbwvajo67d","5","q1_5","enjoy","enjoy","enjoy","enjoy"
"2142","4616","44","nature study","r_3pztiialnfyakkw","5","q1_5","nature study","study nature","study nature","study nature"
"2143","4816","46","look at vistas","r_2enti0blihaswj7","5","q1_5","look at vistas","look at the view","view scenery","view scenery"
"2144","5116","49","roller blade","r_omoj9yitim8jsdf","5","q1_5","roller blade","rollerblade","rollerblade","rollerblade"
"2145","5216","50","run","r_dhuw0th6zyp7b1l","5","q1_5","run","run","run","run"
"2146","5316","51","bird watch","r_8pefuqghyfuhzjn","5","q1_5","bird watch","bird watch","bird view","bird view"
"2147","5716","55","sit","r_3r3gnkmxh6cj4xj","5","q1_5","sit","sit","sit","sit"
"2148","586","56","identify plants and trees","r_3spldk4yg0vuyzm","5","q1_5","identify plants and trees","identify plants and trees","identify plants and trees","identify plants and trees"
"2149","604","58","pick bluebeeries/other berries","r_0jpq5c2cr1xgqrp","5","q1_5","pick bluebeeries/other berries","pick blueberries/other berries","pick blueberries/other berries","pick blueberries/other berries"
"2150","624","60","look at birds and plants","r_2dl7lzitissyp77","5","q1_5","look at birds and plants","look at birds and plants","view birds and plants","view birds and plants"
"2151","634","61","camping","r_usyweyonkyalcvd","5","q1_5","camping","camp","camp","camp"
"2152","644","62","relax","r_1mqv6avnoq9pn5i","5","q1_5","relax","relax","relax","relax, rest and unwind"
"2153","654","63","socialize","r_9fezvqn9pwsissl","5","q1_5","socialize","socialize","socialize","socialize"
"2154","664","64","snow shoeing","r_3pabppu2x7c9gw9","5","q1_5","snow shoeing","snowshoe","snowshoe","snowshoe"
"2155","674","65","gravel biking","r_9rizybocn4vgdyx","5","q1_5","gravel biking","gravel bike","gravel bike","gravel bike"
"2156","694","67","achieve personal goals","r_3hu3ra3kttdmzvp","5","q1_5","achieve personal goals ","achieve goals","achieve goals","achieve goals"
"2157","704","68","bird","r_3ff3nabvxbyjb2f","5","q1_5","bird","bird watch","bird view","bird view"
"2158","717","69","filter water","r_pozlsbyyrr9phnf","5","q1_5","filter water","filter water","filter water","filter water"
"2159","734","71","photography","r_11x8st3z2kfwmnv","5","q1_5","photography","photograph","photograph","photograph"
"2160","744","72","hunting","r_323fbwkmv5fn8ir","5","q1_5","hunting","hunt","hunt","hunt"
"2161","754","73","wild flower observation","r_2cqu5hcof7av4ng","5","q1_5","wild flower observation","observe wildflowers","view wildflowers","view wildflowers"
"2162","764","74","observe the results of poor land management","r_1k8pwcckgzrm9um","5","q1_5","observe the results of poor land management ","observe the results of poor land management","view the results of poor land management","view the results of poor land management"
"2163","774","75","ride horses","r_3codnezira30b6k","5","q1_5","ride horses","horseback ride","horseback ride","horseback ride"
"2164","784","76","bike","r_uxgpavkrmhppund","5","q1_5","bike","bike","bike","bike"
"2165","794","77","geocache","r_vvwtfbrhayt1zgl","5","q1_5","geocache","geocache","geocache","geocache"
"2166","804","78","maintenance","r_3jdnzj9weczzkzk","5","q1_5","maintenance","maintenance","maintain","maintain"
"2167","817","79","bike","r_1jd0lv7vlsyftpp","5","q1_5","bike","bike","bike","bike"
"2168","834","81","wildflowerwatch","r_2xxerpw7avivavy","5","q1_5","wildflowerwatch","view wildflowers","view wildflowers","view wildflowers"
"2169","844","82","horseback riding","r_21iuvlxbuvdfpkn","5","q1_5","horseback riding","horseback ride","horseback ride","horseback ride"
"2170","874","85","mentally decompress","r_1m6pc2e9zwzsrjz","5","q1_5","mentally decompress","mentally decompress","mentally decompress","mentally decompress"
"2171","904","88","teach kids about nature","r_1pwzl6luigz8gzp","5","q1_5","teach kids about nature","teach children about nature","teach children about nature","teach children about nature"
"2172","917","89","id plants/animals","r_2uzigvedsmhoz5k","5","q1_5","id plants/animals ","identify plants and animals","identify plants and wildlife","identify plants and wildlife"
"2173","924","90","fish","r_1erj07acp0jyizj","5","q1_5","fish","fish","fish","fish"
"2174","934","91","photography","r_3fxjqnknywipu4t","5","q1_5","photography ","photograph","photograph","photograph"
"2175","944","92","litter","r_quyv5d6lmj6dmev","5","q1_5","litter","trash","trash","trash"
"2176","964","94","photography","r_vcf0kk3wjvoj0wf","5","q1_5","photography","photograph","photograph","photograph"
"2177","974","95","exercise","r_2shsjvhjt25i4vo","5","q1_5","exercise","exercise","exercise","exercise"
"2178","984","96","hike","r_y35kbg9iwai4y6j","5","q1_5","hike","hike","hike","hike"
"2179","1004","98","yoga","r_2dyxgnv8hmwwoyo","5","q1_5","yoga","yoga","yoga","yoga"
"2180","1034","101","ride horses","r_2pjkuewfid2u0kw","5","q1_5","ride horses","horseback ride","horseback ride","horseback ride"
"2181","1044","102","trail running","r_2ti5qlaw2okfwvv","5","q1_5","trail running","trail run","trail run","run"
"2182","1054","103","walk with childrenfamily","r_1gjpsfhpwehhnu2","5","q1_5","walk with children / family","walk with children and family","walk with children and family","walk with children and family"
"2183","1064","104","mountain bike","r_1f9rimqhati8ej0","5","q1_5","mountain bike","mountain bike","mountain bike","mountain bike"
"2184","1074","105","teach kids to be outdoors","r_3245agsls07a7v9","5","q1_5","teach kids to be outdoors","teach kids to be outdoors","teach kids to be outdoors","teach kids to be outdoors"
"2185","1084","106","take pictures","r_bv9bf5wdbzcrwkb","5","q1_5","take pictures","photograph","photograph","photograph"
"2186","1094","107","care","r_3ehq4sshryw9uwr","5","q1_5","care","care","care","care"
"2187","1104","108","educate","r_2yf2glovrlfwmgj","5","q1_5","educate","educate","educate","educate"
"2188","1124","110","animal tracking","r_xc6dszqnyicu1oh","5","q1_5","animal tracking","animal tracking","wildlife tracking","wildlife tracking"
"2189","1134","111","camp","r_273qe4ulgjhlzpq","5","q1_5","camp","camp","camp","camp"
"2190","1154","113","look at natural features","r_1d5jkooxd09nwxv","5","q1_5","look at natural features","look at natural features","view natural features","view natural features"
"2191","1164","114","observe other wildlife/plants","r_2uwjv3dz4uyi48s","5","q1_5","observe other wildlife/plants","observe other wildlife/plants","view other wildlife/plants","view other wildlife/plants"
"2192","1174","115","rest","r_1roez6kbovnsnme","5","q1_5","rest","rest","rest","relax, rest and unwind"
"2193","1184","116","remove invasives","r_anssipwxxsnlmib","5","q1_5","remove invasives","remove invasives","remove invasives","remove invasives"
"2194","1194","117","camp","r_2atipihunaoivao","5","q1_5","camp","camp","camp","camp"
"2195","1204","118","retrieve trash left by other hikers","r_3hlwl292p53s1in","5","q1_5","retrieve trash left by other hikers","pick up trash","pick up trash","pick up trash"
"2196","1217","119","discover","r_2szpqjxtvstmi9x","5","q1_5","discover","discover","discover","discover"
"2197","1224","120","see wildlife","r_3kmoc0t7e9xpk4y","5","q1_5","see wildlife","view wildlife","view wildlife","view wildlife"
"2198","1244","122","cultural/historical education","r_242iosv0bi32nny","5","q1_5","cultural/historical education","cultural/historical education","cultural/historical education","cultural/historical education"
"2199","1254","123","horseback ride","r_rp6vhz8lmvq16hn","5","q1_5","horseback ride","horseback ride","horseback ride","horseback ride"
"2200","1264","124","camp","r_2x7dkxtymmtvivo","5","q1_5","camp","camp","camp","camp"
"2201","1284","126","observe wildlife","r_3fdtvdx3oaahlwd","5","q1_5","observe wildlife","observe wildlife","view wildlife","view wildlife"
"2202","1294","127","enjoy nature","r_1ou0ew9txwgiwmk","5","q1_5","enjoy nature","enjoy nature","enjoy nature","enjoy nature"
"2203","1304","128","challenge themselves","r_2e3qoluxqsdhrbk","5","q1_5","challenge themselves","challenge themselves","challenge themselves","challenge themselves"
"2204","1317","129","socialize with hike friends","r_2cckdmcfzizu0fc","5","q1_5","socialize with hike friends","socialize with hike friends","socialize with friends","socialize with friends"
"2205","1324","130","solitude/decompress","r_2drous88xuynhsa","5","q1_5","solitude/decompress ","solitude/decompress","solitude/decompress","solitude"
"2206","1334","131","watch nature","r_2ydsowftx4l4fua","5","q1_5","watch nature","watch nature","view nature","view nature"
"2207","1354","133","judge trail quality","r_2ppqzvhnp8gzvwk","5","q1_5","judge trail quality","judge trail quality","judge trail quality","judge trail quality"
"2208","1374","135","trail run","r_1nnrhwmaz0ipom5","5","q1_5","trail run","trail run","trail run","run"
"2209","1394","137","botanize","r_2sdywodrnhzzd2b","5","q1_5","botanize","identify plants","identify plants","identify plants"
"2210","1417","139","train for races","r_2pbatlsa05afft6","5","q1_5","train for races","train for race","train for race","train for race"
"2211","1424","140","socialize","r_3nugl5ggldbmshe","5","q1_5","socialize","socialize","socialize","socialize"
"2212","1454","143","read history signs","r_27ezsoic6wv12nd","5","q1_5","read history signs","read history signs","read history signs","read history signs"
"2213","1474","145","keep an eye out for wildlife","r_erf5aubmxebefez","5","q1_5","keep an eye out for wildlife","look for wildlife","search for wildlife","search for wildlife"
"2214","1484","146","relax","r_xbkdyf08au085pf","5","q1_5","relax","relax","relax","relax, rest and unwind"
"2215","1494","147","run","r_zshqfwq4kv7f9jh","5","q1_5","run","run","run","run"
"2216","1504","148","camp","r_2efnuzuxi3snu8v","5","q1_5","camp","camp","camp","camp"
"2217","1524","150","picnic","r_1iy1bn9mjjwfggs","5","q1_5","picnic","picnic","picnic","picnic"
"2218","1534","151","run","r_3rl6ltagflsvr5e","5","q1_5","run","run","run","run"
"2219","1554","153","motorcycle ride","r_3s6bbwmfcjyvgks","5","q1_5","motorcycle ride","motorcycle","motorcycle","motorcycle"
"2220","1564","154","teach others","r_26bsj9ilqw0rtun","5","q1_5","teach others","teach others","teach others","teach others"
"2221","1584","156","look for wildflowers","r_3soj2risn3yevvn","5","q1_5","look for wildflowers","look for wildflowers","search for wildflowers","search for wildflowers"
"2222","1594","157","picnics","r_qfrquxczujhpwq9","5","q1_5","picnics ","picnic","picnic","picnic"
"2223","1617","159","horse back riding","r_3sodm9kppo3bhzp","5","q1_5","horse-back riding","horseback ride","horseback ride","horseback ride"
"2224","1624","160","trail running","r_322umboucmr4v13","5","q1_5","trail running","trail run","trail run","run"
"2225","1644","162","consult guides (plant id, animal id, etc.)","r_3hbb8qrjslpbior","5","q1_5","consult guides (plant id, animal id, etc.)","consult guides (plant id, animal id, etc.)","consult guides (plant id, wildlife id, etc.)","consult guides (plant id, wildlife id, etc.)"
"2226","1654","163","enjoy being outside","r_279aueo0o58a2xh","5","q1_5","enjoy being outside","enjoy the outdoors","enjoy the outdoors","enjoy the outdoors"
"2227","1664","164","eat","r_3frzufzcoevccpx","5","q1_5","eat","eat","eat","eat"
"2228","1674","165","seek solitude","r_2affhvy5io7wfc5","5","q1_5","seek solitude ","seek solitude","solitude","solitude"
"2229","1684","166","bird watch","r_3kt9nd0e4v6x9ja","5","q1_5","bird watch","bird watch","bird view","bird view"
"2230","1694","167","birdwatch","r_z0fcxkazkbwatyf","5","q1_5","birdwatch","bird watch","bird view","bird view"
"2231","1734","171","learn","r_1ewc53aocuhboop","5","q1_5","learn","learn","learn","learn"
"2232","1744","172","access to fishing or boating","r_20tptfhdlnbebnu","5","q1_5","access to fishing or boating","access to fish or boating","access to fish or boating","access to fish or boating"
"2233","1764","174","bird watch","r_2rrby6zfdxjooku","5","q1_5","bird watch","bird watch","bird view","bird view"
"2234","1774","175","atv","r_20y7kj2jybbtvhe","5","q1_5","atv","atv","atv","atv"
"2235","1784","176","watch animals","r_sfsroolgozc1bwv","5","q1_5","watch animals","watch animals","view wildlife","view wildlife"
"2236","1804","178","horseback ride/pack","r_3ngwvihz2y1inbc","5","q1_5","horseback ride/pack","horseback ride/pack","horseback ride/pack","horseback ride/pack"
"2237","1817","179","jog","r_zeucnt4zv6slt1d","5","q1_5","jog","jog","run","run"
"2238","1824","180","horseback riding","r_2aazkndewymcsxf","5","q1_5","horseback riding","horseback ride","horseback ride","horseback ride"
"2239","1844","182","exercise","r_2rzmiyclysvjkmi","5","q1_5","exercise","exercise","exercise","exercise"
"2240","1864","184","access fishing locations","r_r2hvnyld27vhoev","5","q1_5","access fishing locations","access fish spots","access fish spots","access fish spots"
"2241","1874","185","fish","r_1eip5rmznhg3i2p","5","q1_5","fish","fish","fish","fish"
"2242","1884","186","poach if there's a fee and they don't want to pay","r_10twcuxgf2t46i1","5","q1_5","poach if there's a fee and they don't want to pay.","poach if there's a fee and they don't want to pay","poach if there's a fee and they don't want to pay","poach if there's a fee and they don't want to pay"
"2243","1894","187","birdwatch","r_3hulnbrpghdx05n","5","q1_5","birdwatch","bird watch","bird view","bird view"
"2244","1904","188","walk with a pet","r_ah6vurl43mprfkn","5","q1_5","walk with a pet","walk pets","walk pets","walk pets"
"2245","1917","189","bird watch","r_z0tqpeutibkzqsd","5","q1_5","bird watch","bird watch","bird view","bird view"
"2246","1924","190","fat biking","r_3k6ucloq9qccvx1","5","q1_5","fat biking","fat bike","fat bike","fat bike"
"2247","1934","191","off highway motorcycles","r_3honcer2wlhpws1","5","q1_5","off highway motorcycles","off highway motorcycles","off highway motorcycles","off highway motorcycles"
"2248","1944","192","power walk","r_3ry4xqjuyjuqrvk","5","q1_5","power walk","power walk","power walk","power walk"
"2249","1954","193","rest/take in views","r_r4vutwhnjo14dbn","5","q1_5","rest/take in views","rest/take in view","rest/take in view","relax, rest and unwind"
"2250","1964","194","learn the history","r_1ohxvhe5virzhah","5","q1_5","learn the history","learn history","learn history","learn history"
"2251","1974","195","walk dog","r_3fezbmtwow1tecr","5","q1_5","walk dog","walk pets","walk pets","walk pets"
"2252","1984","196","view wildlife","r_01jhiazmyudef5t","5","q1_5","view wildlife","view wildlife","view wildlife","view wildlife"
"2253","2004","198","enjoyment","r_3lemucoosp6cquc","5","q1_5","enjoyment","enjoy","enjoy","enjoy"
"2254","2024","200","skateboard","r_8hx3snzzsx8fv85","5","q1_5","skateboard","skateboard","skateboard","skateboard"
"2255","2034","201","snowshoe","r_1ceegzglapnwmc3","5","q1_5","snowshoe","snowshoe","snowshoe","snowshoe"
"2256","2044","202","picnic","r_1ey0moxw3qwus2e","5","q1_5","picnic","picnic","picnic","picnic"
"2257","2064","204","horse back ride","r_we7zhxfe1isqkqn","5","q1_5","horse-back ride","horseback ride","horseback ride","horseback ride"
"2258","2074","205","bird/wildlife watching","r_1fs2ssfuwwpmzeu","5","q1_5","bird/wildlife watching","watch birds and wildlife","view birds and wildlife","view birds and wildlife"
"2259","2084","206","spend time with your horse","r_2wukjlsbzs6h5nc","5","q1_5","spend time with your horse","spend time with your horse","spend time with your horse","spend time with your horse"
"2260","2094","207","run","r_10oxdvxs8uciwfc","5","q1_5","run","run","run","run"
"2261","2104","208","star gazing","r_qyjb72qh2k8ovjr","5","q1_5","star-gazing","stargaze","stargaze","stargaze"
"2262","2117","209","motorized","r_1jvvwxpjh4diczb","5","q1_5","motorized","motorized","motorized","motorized"
"2263","2134","211","gravel bike","r_2e5dwgikicwuhzg","5","q1_5","gravel bike","gravel bike","gravel bike","gravel bike"
"2264","2154","213","bird watch","r_2sdbrpz7gxkbh7f","5","q1_5"," bird watch","bird watch","bird view","bird view"
"2265","2164","214","snowshoe","r_okaoqo0szyxbmp7","5","q1_5","snowshoe","snowshoe","snowshoe","snowshoe"
"2266","2174","215","sightsee","r_xxqjgtqbwleoe0x","5","q1_5","sightsee","sightsee","sightsee and travel","sightsee and travel"
"2267","2184","216","eat","r_336yezy255roxp0","5","q1_5","eat","eat","eat","eat"
"2268","2194","217","hike","r_1jvxwzvrj2qbfjc","5","q1_5","hike","hike","hike","hike"
"2269","2217","219","take photos","r_3oek9vljioaymec","5","q1_5","take photos","photograph","photograph","photograph"
"2270","2234","221","birding","r_3rmoj01kvilypmc","5","q1_5","birding","bird watch","bird view","bird view"
"2271","2244","222","look for history signs","r_25bl4obcwvrvadb","5","q1_5","look for history signs","look for history signs","search for history signs","search for history signs"
"2272","2254","223","nature study","r_3jl9sst3rbwlfdh","5","q1_5","nature study ","study nature","study nature","study nature"
"2273","2274","225","forest bathing","r_2ze6ffigjppspsv","5","q1_5","forest bathing","forest bathe","forest bathe","relax, rest and unwind"
"2274","2284","226","ride off road motorcycles","r_1jjdfgjtk36yuvr","5","q1_5","ride off road motorcycles","ride off road motorcycles","ride off road motorcycles","ride off road motorcycles"
"2275","2294","227","trail running","r_3ojypcxihadfd3m","5","q1_5","trail running","trail run","trail run","run"
"2276","2317","229","photograph","r_3fdjqwhhi4hyzcu","5","q1_5","photograph","photograph","photograph","photograph"
"2277","2324","230","enjoy","r_2v4hskgleobyal3","5","q1_5","enjoy","enjoy","enjoy","enjoy"
"2278","2354","233","ski","r_1g5ezd8q7pj7tb4","5","q1_5","ski","ski","ski","ski"
"2279","2364","234","hike","r_odvvye3kffg0t61","5","q1_5","hike","hike","hike","hike"
"2280","2374","235","birdwatch","r_1mvgfgj3bokgarn","5","q1_5","birdwatch","bird watch","bird view","bird view"
"2281","2384","236","walk dogs","r_1ndoervt2trixkt","5","q1_5","walk dogs","walk pets","walk pets","walk pets"
"2282","2434","241","camp","r_3of3fb1dpcakbab","5","q1_5","camp","camp","camp","camp"
"2283","2444","242","photography","r_zdryjm64mz9cmk1","5","q1_5","photography","photograph","photograph","photograph"
"2284","2464","244","fish","r_33vapuenmhlzi4o","5","q1_5","fish","fish","fish","fish"
"2285","2474","245","running","r_2ciyz97wreil1io","5","q1_5","running","run","run","run"
"2286","2484","246","learn","r_25x9awvwplsswy5","5","q1_5","learn","learn","learn","learn"
"2287","2504","248","scenic viewing","r_sdglchzm0s3igsx","5","q1_5","scenic-viewing","scenic vista","scenic vista","scenic vista"
"2288","2517","249","running","r_q9rkdhxpvolj9jf","5","q1_5","running ","run","run","run"
"2289","2534","251","access water","r_1fsm7l0vp24df1n","5","q1_5","access water","access water","access water","access water"
"2290","2554","253","bird watch","r_1ckg2nx2q5og10w","5","q1_5","bird watch","bird watch","bird view","bird view"
"2291","2564","254","horse ride","r_1m0b6kcxpadwidb","5","q1_5","horse ride","horseback ride","horseback ride","horseback ride"
"2292","2574","255","get exercise","r_2v2kmi40lins2lp","5","q1_5","get exercise","exercise","exercise","exercise"
"2293","2584","256","camping","r_3n2xq0ww34thajr","5","q1_5","camping","camp","camp","camp"
"2294","2594","257","camp","r_3czxhrhum95tzxp","5","q1_5","camp","camp","camp","camp"
"2295","2604","258","ride otv","r_3lbfxzvqe8i0djs","5","q1_5","ride otv","atv","atv","atv"
"2296","2617","259","cycle to museums","r_voxnxf4ccmcggrx","5","q1_5","cycle to museums","bike to museums","bike to museums","bike to museums"
"2297","2634","261","ski","r_rabswxwsczeuhul","5","q1_5","ski","ski","ski","ski"
"2298","2644","262","exercise in nature","r_2zpmrmf7acvwxzk","5","q1_5","exercise in nature","exercise","exercise","exercise"
"2299","2654","263","trail running","r_12dz3pai5jl1ni5","5","q1_5","trail running","trail run","trail run","run"
"2300","2664","264","run","r_1iqakxvf2nvczuw","5","q1_5","run","run","run","run"
"2301","2674","265","ride horses","r_2y2qxlksgc9lwd1","5","q1_5","ride horses","horseback ride","horseback ride","horseback ride"
"2302","2684","266","birding","r_1nahnbd0843dsrl","5","q1_5","birding","bird watch","bird view","bird view"
"2303","2694","267","commune with nature","r_2fi12xqydvsicxe","5","q1_5","commune with nature","connect with nature","connect with nature","connect with nature"
"2304","2704","268","birdwatching","r_3rznd0oruvrxd8e","5","q1_5","birdwatching","bird watch","bird view","bird view"
"2305","2744","272","flora discovery","r_3gy7th0xs0p3tmx","5","q1_5","flora discovery","discover plants","discover plants","discover plants"
"2306","2754","273","enjoy fresh air","r_3g4mz2tnzcaogtw","5","q1_5","enjoy fresh air","enjoy fresh air","enjoy fresh air","enjoy fresh air"
"2307","2764","274","marvel at wildlife","r_0vrp1mgmzvqlztz","5","q1_5","marvel at wildlife ","marvel at wildlife","marvel at wildlife","marvel at wildlife"
"2308","2774","275","visit with other users","r_2y954dhb1xcpgow","5","q1_5","visit with other users","visit with other users","socialize with others","socialize with others"
"2309","2784","276","enjoy quality outdoor time","r_3moqtymhplr6055","5","q1_5","enjoy quality outdoor time","enjoy quality outdoor time","enjoy quality outdoor time","enjoy quality outdoor time"
"2310","2794","277","socialize with friends","r_2qodnf01ookxliu","5","q1_5","socialize with friends","socialize with friends","socialize with friends","socialize with friends"
"2311","2804","278","bicycling","r_cfsu3eczerekwo5","5","q1_5","bicycling","bike","bike","bike"
"2312","2824","280","ride horses","r_2xdo9frnhnnw5jn","5","q1_5","ride horses","horseback ride","horseback ride","horseback ride"
"2313","2834","281","see what animals there are","r_3kocmme4zoxavgv","5","q1_5","see what animals there are","look for animals","search for wildlife","search for wildlife"
"2314","2844","282","walk dogs","r_3p9dj3gdyvqafbe","5","q1_5","walk dogs","walk pets","walk pets","walk pets"
"2315","2864","284","seek solitude","r_10pfmh0z97qnfzu","5","q1_5","seek solitude","seek solitude","solitude","solitude"
"2316","2884","286","get solitude","r_3hospmfr7mrps2q","5","q1_5","get solitude ","get solitude","solitude","solitude"
"2317","2904","288","camp","r_4gcc4r4taigy4cf","5","q1_5","camp","camp","camp","camp"
"2318","2917","289","horses","r_20nvter0jim8gia","5","q1_5","horses","horseback ride","horseback ride","horseback ride"
"2319","2924","290","help maintain trails","r_1koja9aj4fifncm","5","q1_5","help maintain trails","maintain trails","maintain trail","maintain trail"
"2320","2934","291","enjoy quiet","r_aiigxpwnci9rnwh","5","q1_5","enjoy quiet","enjoy quiet","enjoy quiet","enjoy quiet"
"2321","2964","294","study","r_25scenh2gjjpndp","5","q1_5","study","study","study","study"
"2322","2974","295","exploring nature","r_3r22t9ndvhqmcyr","5","q1_5","exploring nature","explore nature","explore nature","explore nature"
"2323","2994","297","ride horses","r_3ez67dsyxn4nn2f","5","q1_5","ride horses","horseback ride","horseback ride","horseback ride"
"2324","3004","298","sight seeing","r_2ti9t2xj3zgohin","5","q1_5","sight seeing","sightsee","sightsee and travel","sightsee and travel"
"2325","3017","299","run","r_adrwcs2l12zardn","5","q1_5","run","run","run","run"
"2326","3024","300","camp for 3 to 7 days in the back country","r_3exewjnvph4zpib","5","q1_5","camp for 3 to 7 days in the back country.","backcountry camp","backcountry camp","backcountry camp"
"2327","3074","305","compete i.e. equine trail sports","r_1ejvdbk90ucay7f","5","q1_5","compete i.e. equine trail sports","compete i.e. equine trail sports","compete i.e. horse trail sports","compete i.e. horse trail sports"
"2328","3107","308","bike ride","r_3hazh9smtw8btev","5","q1_5","bike ride","bike","bike","bike"
"2329","3134","311","fix water barslook at flowers","r_axz3hjtbngocr0z","5","q1_5","fix water barslook at flowers","fix water barslook at flowers","fix water barsview flowers","fix water barsview flowers"
"2330","3154","313","swim if available","r_uexw3hbbvkokyxt","5","q1_5","swim if available ","swim if available","swim if available","swim if available"
"2331","3164","314","camp","r_1mnomwxgaatbmfn","5","q1_5","camp","camp","camp","camp"
"2332","3174","315","ride horses","r_w0vdjjsxpryj8yd","5","q1_5","ride horses","horseback ride","horseback ride","horseback ride"
"2333","3184","316","look at views","r_0ihhzyqfvslig6r","5","q1_5","look at views","view scenery","view scenery","view scenery"
"2334","3194","317","exercise","r_rrjsybdqifv0inx","5","q1_5","exercise","exercise","exercise","exercise"
"2335","3204","318","run","r_3mgqselfspehgma","5","q1_5","run","run","run","run"
"2336","3224","320","camp","r_3hvnfsfv68qfknh","5","q1_5","camp","camp","camp","camp"
"2337","3234","321","snowshoe","r_2viz0ojkug6d8sm","5","q1_5","snowshoe ","snowshoe","snowshoe","snowshoe"
"2338","3244","322","ski","r_3pgjm4gbops7qc1","5","q1_5","ski","ski","ski","ski"
"2339","3264","324","sit and watch things","r_1clmns3r3ova2r4","5","q1_5","sit and watch things","sit and watch things","sit and view things","sit and view things"
"2340","3274","325","trail work","r_3g9atm3mvpe5cd1","5","q1_5","trail work","trailwork","trailwork","trailwork"
"2341","3284","326","cross country ski","r_2bzdznbivj33xp2","5","q1_5","cross country ski","cross country ski","cross country ski","cross country ski"
"2342","3294","327","sollitude","r_3iysqcxd8t8sqek","5","q1_5","sollitude ","solitude","solitude","solitude"
"2343","3304","328","horses (poker runs)","r_3wqw4y9tpulo8cz","5","q1_5","horses (poker runs)","horses (poker runs)","horses (poker runs)","run"
"2344","3324","330","enjoy nature","r_vlqy9y62hjmd7rp","5","q1_5","enjoy nature","enjoy nature","enjoy nature","enjoy nature"
